# Disease ID	"Disease Name"	Gene ID
C0024668	"Mammary Neoplasms, Experimental"	8648
C0024668	"Mammary Neoplasms, Experimental"	8673
C0024668	"Mammary Neoplasms, Experimental"	8743
C0024668	"Mammary Neoplasms, Experimental"	8825
C0024668	"Mammary Neoplasms, Experimental"	8848
C0024668	"Mammary Neoplasms, Experimental"	9019
C0024668	"Mammary Neoplasms, Experimental"	902
C0024668	"Mammary Neoplasms, Experimental"	93974
C0024668	"Mammary Neoplasms, Experimental"	949
C0024668	"Mammary Neoplasms, Experimental"	960
C0024668	"Mammary Neoplasms, Experimental"	9615
C0024668	"Mammary Neoplasms, Experimental"	9902
C0024668	"Mammary Neoplasms, Experimental"	998
C0024668	"Mammary Neoplasms, Experimental"	999
C0018824	"Heart valve disease"	11035
C0018824	"Heart valve disease"	1277
C0018824	"Heart valve disease"	1278
C0018824	"Heart valve disease"	2209
C0018824	"Heart valve disease"	29108
C0018824	"Heart valve disease"	3357
C0018824	"Heart valve disease"	3553
C0018824	"Heart valve disease"	3606
C0018824	"Heart valve disease"	3689
C0018824	"Heart valve disease"	3717
C0018824	"Heart valve disease"	3934
C0018824	"Heart valve disease"	4046
C0018824	"Heart valve disease"	4851
C0018824	"Heart valve disease"	5777
C0018824	"Heart valve disease"	632
C0018824	"Heart valve disease"	6347
C0018824	"Heart valve disease"	6693
C0018824	"Heart valve disease"	6696
C0018824	"Heart valve disease"	7076
C0018824	"Heart valve disease"	729
C0018824	"Heart valve disease"	80781
C0018824	"Heart valve disease"	836
C0018824	"Heart valve disease"	9450
C0018824	"Heart valve disease"	9719
C0079744	"Diffuse Large B-Cell Lymphoma"	102465537
C0079744	"Diffuse Large B-Cell Lymphoma"	1029
C0079744	"Diffuse Large B-Cell Lymphoma"	10549
C0079744	"Diffuse Large B-Cell Lymphoma"	10628
C0079744	"Diffuse Large B-Cell Lymphoma"	10892
C0079744	"Diffuse Large B-Cell Lymphoma"	10935
C0079744	"Diffuse Large B-Cell Lymphoma"	1213
C0079744	"Diffuse Large B-Cell Lymphoma"	2146
C0079744	"Diffuse Large B-Cell Lymphoma"	22872
C0079744	"Diffuse Large B-Cell Lymphoma"	238
C0079744	"Diffuse Large B-Cell Lymphoma"	2735
C0079744	"Diffuse Large B-Cell Lymphoma"	3106
C0079744	"Diffuse Large B-Cell Lymphoma"	355
C0079744	"Diffuse Large B-Cell Lymphoma"	4615
C0079744	"Diffuse Large B-Cell Lymphoma"	5170
C0079744	"Diffuse Large B-Cell Lymphoma"	5243
C0079744	"Diffuse Large B-Cell Lymphoma"	5290
C0079744	"Diffuse Large B-Cell Lymphoma"	5291
C0079744	"Diffuse Large B-Cell Lymphoma"	5293
C0079744	"Diffuse Large B-Cell Lymphoma"	5294
C0079744	"Diffuse Large B-Cell Lymphoma"	567
C0079744	"Diffuse Large B-Cell Lymphoma"	5820
C0079744	"Diffuse Large B-Cell Lymphoma"	596
C0079744	"Diffuse Large B-Cell Lymphoma"	6198
C0079744	"Diffuse Large B-Cell Lymphoma"	64411
C0079744	"Diffuse Large B-Cell Lymphoma"	64434
C0079744	"Diffuse Large B-Cell Lymphoma"	6502
C0079744	"Diffuse Large B-Cell Lymphoma"	6648
C0079744	"Diffuse Large B-Cell Lymphoma"	6649
C0079744	"Diffuse Large B-Cell Lymphoma"	79080
C0079744	"Diffuse Large B-Cell Lymphoma"	8085
C0079744	"Diffuse Large B-Cell Lymphoma"	84433
C0079744	"Diffuse Large B-Cell Lymphoma"	847
C0079744	"Diffuse Large B-Cell Lymphoma"	942
C0079744	"Diffuse Large B-Cell Lymphoma"	9429
C0079744	"Diffuse Large B-Cell Lymphoma"	973
C0079744	"Diffuse Large B-Cell Lymphoma"	974
C0079744	"Diffuse Large B-Cell Lymphoma"	983
C0019158	"Hepatitis"	142
C0019158	"Hepatitis"	213
C0019158	"Hepatitis"	2149
C0019158	"Hepatitis"	2567
C0019158	"Hepatitis"	27232
C0019158	"Hepatitis"	3002
C0019158	"Hepatitis"	3162
C0019158	"Hepatitis"	3458
C0019158	"Hepatitis"	356
C0019158	"Hepatitis"	3630
C0019158	"Hepatitis"	400499
C0019158	"Hepatitis"	401237
C0019158	"Hepatitis"	5168
C0019158	"Hepatitis"	540
C0019158	"Hepatitis"	6678
C0019158	"Hepatitis"	7018
C0019158	"Hepatitis"	83851
C0019158	"Hepatitis"	847
C0019158	"Hepatitis"	89797
C0019158	"Hepatitis"	9817
C0271650	"Impaired glucose tolerance"	10549
C0271650	"Impaired glucose tolerance"	23411
C0271650	"Impaired glucose tolerance"	2444
C0271650	"Impaired glucose tolerance"	3630
C0271650	"Impaired glucose tolerance"	3643
C0271650	"Impaired glucose tolerance"	407040
C0271650	"Impaired glucose tolerance"	4508
C0271650	"Impaired glucose tolerance"	5562
C0271650	"Impaired glucose tolerance"	5563
C0271650	"Impaired glucose tolerance"	5919
C0271650	"Impaired glucose tolerance"	6558
C0271650	"Impaired glucose tolerance"	79661
C0271650	"Impaired glucose tolerance"	948
C0162666	"Mitochondrial Encephalomyopathies"	10059
C0162666	"Mitochondrial Encephalomyopathies"	10667
C0162666	"Mitochondrial Encephalomyopathies"	26235
C0162666	"Mitochondrial Encephalomyopathies"	4519
C0162666	"Mitochondrial Encephalomyopathies"	4567
C0162666	"Mitochondrial Encephalomyopathies"	4568
C0162666	"Mitochondrial Encephalomyopathies"	4573
C0162666	"Mitochondrial Encephalomyopathies"	4578
C0162666	"Mitochondrial Encephalomyopathies"	4720
C0162666	"Mitochondrial Encephalomyopathies"	4729
C0162666	"Mitochondrial Encephalomyopathies"	54968
C0162666	"Mitochondrial Encephalomyopathies"	55572
C0162666	"Mitochondrial Encephalomyopathies"	56947
C0162666	"Mitochondrial Encephalomyopathies"	91574
C0162666	"Mitochondrial Encephalomyopathies"	9997
C0019151	"Hepatic Encephalopathy"	2554
C0019151	"Hepatic Encephalopathy"	2560
C0019151	"Hepatic Encephalopathy"	2566
C0019151	"Hepatic Encephalopathy"	2638
C0019151	"Hepatic Encephalopathy"	2752
C0019151	"Hepatic Encephalopathy"	4049
C0019151	"Hepatic Encephalopathy"	4128
C0019151	"Hepatic Encephalopathy"	4129
C0019151	"Hepatic Encephalopathy"	4842
C0019151	"Hepatic Encephalopathy"	4988
C0019151	"Hepatic Encephalopathy"	5591
C0019151	"Hepatic Encephalopathy"	706
C0019151	"Hepatic Encephalopathy"	7124
C0026769	"Multiple Sclerosis"	100128088
C0026769	"Multiple Sclerosis"	100131395
C0026769	"Multiple Sclerosis"	100133941
C0026769	"Multiple Sclerosis"	100271694
C0026769	"Multiple Sclerosis"	100271695
C0026769	"Multiple Sclerosis"	100271696
C0026769	"Multiple Sclerosis"	100506047
C0026769	"Multiple Sclerosis"	10055
C0026769	"Multiple Sclerosis"	100616384
C0026769	"Multiple Sclerosis"	101927027
C0026769	"Multiple Sclerosis"	101927314
C0026769	"Multiple Sclerosis"	101928464
C0026769	"Multiple Sclerosis"	101928791
C0026769	"Multiple Sclerosis"	10198
C0026769	"Multiple Sclerosis"	10301
C0026769	"Multiple Sclerosis"	10461
C0026769	"Multiple Sclerosis"	10538
C0026769	"Multiple Sclerosis"	10636
C0026769	"Multiple Sclerosis"	10665
C0026769	"Multiple Sclerosis"	10892
C0026769	"Multiple Sclerosis"	11262
C0026769	"Multiple Sclerosis"	116986
C0026769	"Multiple Sclerosis"	117289
C0026769	"Multiple Sclerosis"	1268
C0026769	"Multiple Sclerosis"	140685
C0026769	"Multiple Sclerosis"	148867
C0026769	"Multiple Sclerosis"	1591
C0026769	"Multiple Sclerosis"	1594
C0026769	"Multiple Sclerosis"	160365
C0026769	"Multiple Sclerosis"	163059
C0026769	"Multiple Sclerosis"	2262
C0026769	"Multiple Sclerosis"	23095
C0026769	"Multiple Sclerosis"	2315
C0026769	"Multiple Sclerosis"	23274
C0026769	"Multiple Sclerosis"	27120
C0026769	"Multiple Sclerosis"	284677
C0026769	"Multiple Sclerosis"	285362
C0026769	"Multiple Sclerosis"	285626
C0026769	"Multiple Sclerosis"	285830
C0026769	"Multiple Sclerosis"	3115
C0026769	"Multiple Sclerosis"	3119
C0026769	"Multiple Sclerosis"	3122
C0026769	"Multiple Sclerosis"	3123
C0026769	"Multiple Sclerosis"	3128
C0026769	"Multiple Sclerosis"	3134
C0026769	"Multiple Sclerosis"	3383
C0026769	"Multiple Sclerosis"	3394
C0026769	"Multiple Sclerosis"	3456
C0026769	"Multiple Sclerosis"	348
C0026769	"Multiple Sclerosis"	3553
C0026769	"Multiple Sclerosis"	3559
C0026769	"Multiple Sclerosis"	3574
C0026769	"Multiple Sclerosis"	3575
C0026769	"Multiple Sclerosis"	3592
C0026769	"Multiple Sclerosis"	3766
C0026769	"Multiple Sclerosis"	4126
C0026769	"Multiple Sclerosis"	4162
C0026769	"Multiple Sclerosis"	4234
C0026769	"Multiple Sclerosis"	4249
C0026769	"Multiple Sclerosis"	4261
C0026769	"Multiple Sclerosis"	4397
C0026769	"Multiple Sclerosis"	440836
C0026769	"Multiple Sclerosis"	5010
C0026769	"Multiple Sclerosis"	5027
C0026769	"Multiple Sclerosis"	51300
C0026769	"Multiple Sclerosis"	5133
C0026769	"Multiple Sclerosis"	5443
C0026769	"Multiple Sclerosis"	54806
C0026769	"Multiple Sclerosis"	55765
C0026769	"Multiple Sclerosis"	55892
C0026769	"Multiple Sclerosis"	5594
C0026769	"Multiple Sclerosis"	56244
C0026769	"Multiple Sclerosis"	57178
C0026769	"Multiple Sclerosis"	57531
C0026769	"Multiple Sclerosis"	57727
C0026769	"Multiple Sclerosis"	5788
C0026769	"Multiple Sclerosis"	5817
C0026769	"Multiple Sclerosis"	58513
C0026769	"Multiple Sclerosis"	590
C0026769	"Multiple Sclerosis"	6041
C0026769	"Multiple Sclerosis"	60468
C0026769	"Multiple Sclerosis"	6198
C0026769	"Multiple Sclerosis"	6401
C0026769	"Multiple Sclerosis"	64084
C0026769	"Multiple Sclerosis"	642636
C0026769	"Multiple Sclerosis"	643
C0026769	"Multiple Sclerosis"	6556
C0026769	"Multiple Sclerosis"	6565
C0026769	"Multiple Sclerosis"	677
C0026769	"Multiple Sclerosis"	6774
C0026769	"Multiple Sclerosis"	6775
C0026769	"Multiple Sclerosis"	6850
C0026769	"Multiple Sclerosis"	7128
C0026769	"Multiple Sclerosis"	7132
C0026769	"Multiple Sclerosis"	7297
C0026769	"Multiple Sclerosis"	7410
C0026769	"Multiple Sclerosis"	7412
C0026769	"Multiple Sclerosis"	7813
C0026769	"Multiple Sclerosis"	79925
C0026769	"Multiple Sclerosis"	79970
C0026769	"Multiple Sclerosis"	84769
C0026769	"Multiple Sclerosis"	8575
C0026769	"Multiple Sclerosis"	868
C0026769	"Multiple Sclerosis"	8740
C0026769	"Multiple Sclerosis"	923
C0026769	"Multiple Sclerosis"	942
C0026769	"Multiple Sclerosis"	958
C0026769	"Multiple Sclerosis"	9639
C0026769	"Multiple Sclerosis"	965
C0600467	"Neurogenic Inflammation"	1153
C0600467	"Neurogenic Inflammation"	351
C0600467	"Neurogenic Inflammation"	4162
C0600467	"Neurogenic Inflammation"	4803
C0600467	"Neurogenic Inflammation"	5368
C0600467	"Neurogenic Inflammation"	5443
C0600467	"Neurogenic Inflammation"	5743
C0600467	"Neurogenic Inflammation"	6863
C0600467	"Neurogenic Inflammation"	6869
C0600467	"Neurogenic Inflammation"	7124
C0600467	"Neurogenic Inflammation"	796
C0600467	"Neurogenic Inflammation"	81693
C0024141	"Lupus Erythematosus, Systemic"	100188798
C0024141	"Lupus Erythematosus, Systemic"	100188803
C0024141	"Lupus Erythematosus, Systemic"	100188804
C0024141	"Lupus Erythematosus, Systemic"	10019
C0024141	"Lupus Erythematosus, Systemic"	100190928
C0024141	"Lupus Erythematosus, Systemic"	100196918
C0024141	"Lupus Erythematosus, Systemic"	100322878
C0024141	"Lupus Erythematosus, Systemic"	100379200
C0024141	"Lupus Erythematosus, Systemic"	100506023
C0024141	"Lupus Erythematosus, Systemic"	100532732
C0024141	"Lupus Erythematosus, Systemic"	100874048
C0024141	"Lupus Erythematosus, Systemic"	1027
C0024141	"Lupus Erythematosus, Systemic"	10318
C0024141	"Lupus Erythematosus, Systemic"	10320
C0024141	"Lupus Erythematosus, Systemic"	11277
C0024141	"Lupus Erythematosus, Systemic"	1191
C0024141	"Lupus Erythematosus, Systemic"	121260
C0024141	"Lupus Erythematosus, Systemic"	1380
C0024141	"Lupus Erythematosus, Systemic"	1389
C0024141	"Lupus Erythematosus, Systemic"	1401
C0024141	"Lupus Erythematosus, Systemic"	1445
C0024141	"Lupus Erythematosus, Systemic"	170682
C0024141	"Lupus Erythematosus, Systemic"	1773
C0024141	"Lupus Erythematosus, Systemic"	1776
C0024141	"Lupus Erythematosus, Systemic"	1997
C0024141	"Lupus Erythematosus, Systemic"	2113
C0024141	"Lupus Erythematosus, Systemic"	219285
C0024141	"Lupus Erythematosus, Systemic"	2212
C0024141	"Lupus Erythematosus, Systemic"	2213
C0024141	"Lupus Erythematosus, Systemic"	2214
C0024141	"Lupus Erythematosus, Systemic"	221527
C0024141	"Lupus Erythematosus, Systemic"	221895
C0024141	"Lupus Erythematosus, Systemic"	23274
C0024141	"Lupus Erythematosus, Systemic"	23294
C0024141	"Lupus Erythematosus, Systemic"	23534
C0024141	"Lupus Erythematosus, Systemic"	25780
C0024141	"Lupus Erythematosus, Systemic"	26191
C0024141	"Lupus Erythematosus, Systemic"	283742
C0024141	"Lupus Erythematosus, Systemic"	2842
C0024141	"Lupus Erythematosus, Systemic"	286016
C0024141	"Lupus Erythematosus, Systemic"	306
C0024141	"Lupus Erythematosus, Systemic"	3092
C0024141	"Lupus Erythematosus, Systemic"	3117
C0024141	"Lupus Erythematosus, Systemic"	3120
C0024141	"Lupus Erythematosus, Systemic"	3123
C0024141	"Lupus Erythematosus, Systemic"	356
C0024141	"Lupus Erythematosus, Systemic"	3565
C0024141	"Lupus Erythematosus, Systemic"	3569
C0024141	"Lupus Erythematosus, Systemic"	3586
C0024141	"Lupus Erythematosus, Systemic"	3593
C0024141	"Lupus Erythematosus, Systemic"	3663
C0024141	"Lupus Erythematosus, Systemic"	3684
C0024141	"Lupus Erythematosus, Systemic"	3687
C0024141	"Lupus Erythematosus, Systemic"	3918
C0024141	"Lupus Erythematosus, Systemic"	404714
C0024141	"Lupus Erythematosus, Systemic"	4299
C0024141	"Lupus Erythematosus, Systemic"	4439
C0024141	"Lupus Erythematosus, Systemic"	474354
C0024141	"Lupus Erythematosus, Systemic"	50615
C0024141	"Lupus Erythematosus, Systemic"	5133
C0024141	"Lupus Erythematosus, Systemic"	54887
C0024141	"Lupus Erythematosus, Systemic"	54899
C0024141	"Lupus Erythematosus, Systemic"	55024
C0024141	"Lupus Erythematosus, Systemic"	5617
C0024141	"Lupus Erythematosus, Systemic"	5743
C0024141	"Lupus Erythematosus, Systemic"	57661
C0024141	"Lupus Erythematosus, Systemic"	57705
C0024141	"Lupus Erythematosus, Systemic"	59067
C0024141	"Lupus Erythematosus, Systemic"	629
C0024141	"Lupus Erythematosus, Systemic"	639
C0024141	"Lupus Erythematosus, Systemic"	640
C0024141	"Lupus Erythematosus, Systemic"	64135
C0024141	"Lupus Erythematosus, Systemic"	64695
C0024141	"Lupus Erythematosus, Systemic"	64805
C0024141	"Lupus Erythematosus, Systemic"	6775
C0024141	"Lupus Erythematosus, Systemic"	7100
C0024141	"Lupus Erythematosus, Systemic"	712
C0024141	"Lupus Erythematosus, Systemic"	7128
C0024141	"Lupus Erythematosus, Systemic"	7148
C0024141	"Lupus Erythematosus, Systemic"	717
C0024141	"Lupus Erythematosus, Systemic"	720
C0024141	"Lupus Erythematosus, Systemic"	7292
C0024141	"Lupus Erythematosus, Systemic"	7332
C0024141	"Lupus Erythematosus, Systemic"	79016
C0024141	"Lupus Erythematosus, Systemic"	79932
C0024141	"Lupus Erythematosus, Systemic"	84159
C0024141	"Lupus Erythematosus, Systemic"	941
C0024141	"Lupus Erythematosus, Systemic"	9474
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	10891
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	142
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	23411
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	2670
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	51024
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	5538
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	55669
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	6198
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	6855
C2931673	"Ceroid lipofuscinosis, neuronal 1, infantile"	7019
C0152013	"Adenocarcinoma of lung (disorder)"	10476
C0152013	"Adenocarcinoma of lung (disorder)"	10961
C0152013	"Adenocarcinoma of lung (disorder)"	1136
C0152013	"Adenocarcinoma of lung (disorder)"	1553
C0152013	"Adenocarcinoma of lung (disorder)"	1956
C0152013	"Adenocarcinoma of lung (disorder)"	196
C0152013	"Adenocarcinoma of lung (disorder)"	2023
C0152013	"Adenocarcinoma of lung (disorder)"	2064
C0152013	"Adenocarcinoma of lung (disorder)"	2067
C0152013	"Adenocarcinoma of lung (disorder)"	213
C0152013	"Adenocarcinoma of lung (disorder)"	2186
C0152013	"Adenocarcinoma of lung (disorder)"	226
C0152013	"Adenocarcinoma of lung (disorder)"	2309
C0152013	"Adenocarcinoma of lung (disorder)"	238
C0152013	"Adenocarcinoma of lung (disorder)"	27436
C0152013	"Adenocarcinoma of lung (disorder)"	2791
C0152013	"Adenocarcinoma of lung (disorder)"	2810
C0152013	"Adenocarcinoma of lung (disorder)"	2956
C0152013	"Adenocarcinoma of lung (disorder)"	301
C0152013	"Adenocarcinoma of lung (disorder)"	3028
C0152013	"Adenocarcinoma of lung (disorder)"	308
C0152013	"Adenocarcinoma of lung (disorder)"	3148
C0152013	"Adenocarcinoma of lung (disorder)"	3315
C0152013	"Adenocarcinoma of lung (disorder)"	335
C0152013	"Adenocarcinoma of lung (disorder)"	3726
C0152013	"Adenocarcinoma of lung (disorder)"	3845
C0152013	"Adenocarcinoma of lung (disorder)"	4000
C0152013	"Adenocarcinoma of lung (disorder)"	4437
C0152013	"Adenocarcinoma of lung (disorder)"	4921
C0152013	"Adenocarcinoma of lung (disorder)"	4968
C0152013	"Adenocarcinoma of lung (disorder)"	5290
C0152013	"Adenocarcinoma of lung (disorder)"	55937
C0152013	"Adenocarcinoma of lung (disorder)"	5604
C0152013	"Adenocarcinoma of lung (disorder)"	56244
C0152013	"Adenocarcinoma of lung (disorder)"	6098
C0152013	"Adenocarcinoma of lung (disorder)"	6648
C0152013	"Adenocarcinoma of lung (disorder)"	673
C0152013	"Adenocarcinoma of lung (disorder)"	6794
C0152013	"Adenocarcinoma of lung (disorder)"	7015
C0152013	"Adenocarcinoma of lung (disorder)"	7018
C0152013	"Adenocarcinoma of lung (disorder)"	7508
C0152013	"Adenocarcinoma of lung (disorder)"	7917
C0152013	"Adenocarcinoma of lung (disorder)"	81037
C0152013	"Adenocarcinoma of lung (disorder)"	822
C0152013	"Adenocarcinoma of lung (disorder)"	8626
C0152013	"Adenocarcinoma of lung (disorder)"	8890
C0152013	"Adenocarcinoma of lung (disorder)"	8893
C0152013	"Adenocarcinoma of lung (disorder)"	9582
C0175702	"Williams Syndrome"	1742
C0175702	"Williams Syndrome"	2006
C0175702	"Williams Syndrome"	26608
C0175702	"Williams Syndrome"	2969
C0175702	"Williams Syndrome"	3984
C0175702	"Williams Syndrome"	5982
C0175702	"Williams Syndrome"	7461
C0175702	"Williams Syndrome"	81554
C0175702	"Williams Syndrome"	9031
C0175702	"Williams Syndrome"	9569
C0268362	"Osteogenesis imperfecta type III (disorder)"	10491
C0268362	"Osteogenesis imperfecta type III (disorder)"	1277
C0268362	"Osteogenesis imperfecta type III (disorder)"	1278
C0268362	"Osteogenesis imperfecta type III (disorder)"	5176
C0268362	"Osteogenesis imperfecta type III (disorder)"	5479
C0268362	"Osteogenesis imperfecta type III (disorder)"	60681
C0268362	"Osteogenesis imperfecta type III (disorder)"	64175
C0268362	"Osteogenesis imperfecta type III (disorder)"	649
C0268362	"Osteogenesis imperfecta type III (disorder)"	7471
C0268362	"Osteogenesis imperfecta type III (disorder)"	871
C0268362	"Osteogenesis imperfecta type III (disorder)"	90993
C0268363	"Osteogenesis imperfecta type IV (disorder)"	10491
C0268363	"Osteogenesis imperfecta type IV (disorder)"	121340
C0268363	"Osteogenesis imperfecta type IV (disorder)"	1277
C0268363	"Osteogenesis imperfecta type IV (disorder)"	1278
C0268363	"Osteogenesis imperfecta type IV (disorder)"	5176
C0268363	"Osteogenesis imperfecta type IV (disorder)"	5479
C0268363	"Osteogenesis imperfecta type IV (disorder)"	55151
C0268363	"Osteogenesis imperfecta type IV (disorder)"	60681
C0268363	"Osteogenesis imperfecta type IV (disorder)"	6678
C0268363	"Osteogenesis imperfecta type IV (disorder)"	7471
C0241910	"Hepatitis, Autoimmune"	229
C0241910	"Hepatitis, Autoimmune"	2919
C0241910	"Hepatitis, Autoimmune"	3458
C0241910	"Hepatitis, Autoimmune"	3558
C0241910	"Hepatitis, Autoimmune"	3565
C0241910	"Hepatitis, Autoimmune"	3567
C0241910	"Hepatitis, Autoimmune"	3569
C0241910	"Hepatitis, Autoimmune"	3578
C0241910	"Hepatitis, Autoimmune"	3586
C0241910	"Hepatitis, Autoimmune"	3596
C0241910	"Hepatitis, Autoimmune"	3606
C0241910	"Hepatitis, Autoimmune"	3952
C0241910	"Hepatitis, Autoimmune"	50616
C0241910	"Hepatitis, Autoimmune"	6347
C0241910	"Hepatitis, Autoimmune"	6352
C0241910	"Hepatitis, Autoimmune"	7040
C0241910	"Hepatitis, Autoimmune"	716
C0033578	"Prostatic Neoplasms"	10
C0033578	"Prostatic Neoplasms"	10013
C0033578	"Prostatic Neoplasms"	100188789
C0033578	"Prostatic Neoplasms"	10040
C0033578	"Prostatic Neoplasms"	1012
C0033578	"Prostatic Neoplasms"	10158
C0033578	"Prostatic Neoplasms"	101669767
C0033578	"Prostatic Neoplasms"	10207
C0033578	"Prostatic Neoplasms"	10257
C0033578	"Prostatic Neoplasms"	1026
C0033578	"Prostatic Neoplasms"	10263
C0033578	"Prostatic Neoplasms"	1027
C0033578	"Prostatic Neoplasms"	10333
C0033578	"Prostatic Neoplasms"	10397
C0033578	"Prostatic Neoplasms"	10417
C0033578	"Prostatic Neoplasms"	10439
C0033578	"Prostatic Neoplasms"	10451
C0033578	"Prostatic Neoplasms"	10481
C0033578	"Prostatic Neoplasms"	10499
C0033578	"Prostatic Neoplasms"	10516
C0033578	"Prostatic Neoplasms"	10551
C0033578	"Prostatic Neoplasms"	10587
C0033578	"Prostatic Neoplasms"	10625
C0033578	"Prostatic Neoplasms"	10809
C0033578	"Prostatic Neoplasms"	10857
C0033578	"Prostatic Neoplasms"	10928
C0033578	"Prostatic Neoplasms"	10945
C0033578	"Prostatic Neoplasms"	10948
C0033578	"Prostatic Neoplasms"	10951
C0033578	"Prostatic Neoplasms"	10955
C0033578	"Prostatic Neoplasms"	10961
C0033578	"Prostatic Neoplasms"	11005
C0033578	"Prostatic Neoplasms"	11009
C0033578	"Prostatic Neoplasms"	11176
C0033578	"Prostatic Neoplasms"	11178
C0033578	"Prostatic Neoplasms"	11187
C0033578	"Prostatic Neoplasms"	11200
C0033578	"Prostatic Neoplasms"	114609
C0033578	"Prostatic Neoplasms"	116113
C0033578	"Prostatic Neoplasms"	1191
C0033578	"Prostatic Neoplasms"	12
C0033578	"Prostatic Neoplasms"	1200
C0033578	"Prostatic Neoplasms"	1266
C0033578	"Prostatic Neoplasms"	1312
C0033578	"Prostatic Neoplasms"	1316
C0033578	"Prostatic Neoplasms"	1317
C0033578	"Prostatic Neoplasms"	1365
C0033578	"Prostatic Neoplasms"	1366
C0033578	"Prostatic Neoplasms"	136991
C0033578	"Prostatic Neoplasms"	1387
C0033578	"Prostatic Neoplasms"	1410
C0033578	"Prostatic Neoplasms"	142
C0033578	"Prostatic Neoplasms"	143686
C0033578	"Prostatic Neoplasms"	1465
C0033578	"Prostatic Neoplasms"	1469
C0033578	"Prostatic Neoplasms"	1474
C0033578	"Prostatic Neoplasms"	1488
C0033578	"Prostatic Neoplasms"	1499
C0033578	"Prostatic Neoplasms"	150084
C0033578	"Prostatic Neoplasms"	1508
C0033578	"Prostatic Neoplasms"	1509
C0033578	"Prostatic Neoplasms"	153090
C0033578	"Prostatic Neoplasms"	154
C0033578	"Prostatic Neoplasms"	1543
C0033578	"Prostatic Neoplasms"	1545
C0033578	"Prostatic Neoplasms"	1548
C0033578	"Prostatic Neoplasms"	1557
C0033578	"Prostatic Neoplasms"	1562
C0033578	"Prostatic Neoplasms"	1571
C0033578	"Prostatic Neoplasms"	1576
C0033578	"Prostatic Neoplasms"	1577
C0033578	"Prostatic Neoplasms"	1586
C0033578	"Prostatic Neoplasms"	1588
C0033578	"Prostatic Neoplasms"	1605
C0033578	"Prostatic Neoplasms"	1636
C0033578	"Prostatic Neoplasms"	1647
C0033578	"Prostatic Neoplasms"	1672
C0033578	"Prostatic Neoplasms"	1728
C0033578	"Prostatic Neoplasms"	1775
C0033578	"Prostatic Neoplasms"	1786
C0033578	"Prostatic Neoplasms"	1789
C0033578	"Prostatic Neoplasms"	1902
C0033578	"Prostatic Neoplasms"	1950
C0033578	"Prostatic Neoplasms"	1956
C0033578	"Prostatic Neoplasms"	1958
C0033578	"Prostatic Neoplasms"	196
C0033578	"Prostatic Neoplasms"	2012
C0033578	"Prostatic Neoplasms"	2014
C0033578	"Prostatic Neoplasms"	2052
C0033578	"Prostatic Neoplasms"	2064
C0033578	"Prostatic Neoplasms"	2065
C0033578	"Prostatic Neoplasms"	2068
C0033578	"Prostatic Neoplasms"	207
C0033578	"Prostatic Neoplasms"	2078
C0033578	"Prostatic Neoplasms"	2099
C0033578	"Prostatic Neoplasms"	210
C0033578	"Prostatic Neoplasms"	2100
C0033578	"Prostatic Neoplasms"	2115
C0033578	"Prostatic Neoplasms"	2118
C0033578	"Prostatic Neoplasms"	2146
C0033578	"Prostatic Neoplasms"	2182
C0033578	"Prostatic Neoplasms"	2192
C0033578	"Prostatic Neoplasms"	221895
C0033578	"Prostatic Neoplasms"	222546
C0033578	"Prostatic Neoplasms"	2247
C0033578	"Prostatic Neoplasms"	2255
C0033578	"Prostatic Neoplasms"	2264
C0033578	"Prostatic Neoplasms"	2272
C0033578	"Prostatic Neoplasms"	22853
C0033578	"Prostatic Neoplasms"	2296
C0033578	"Prostatic Neoplasms"	23071
C0033578	"Prostatic Neoplasms"	23197
C0033578	"Prostatic Neoplasms"	23204
C0033578	"Prostatic Neoplasms"	23301
C0033578	"Prostatic Neoplasms"	23382
C0033578	"Prostatic Neoplasms"	23411
C0033578	"Prostatic Neoplasms"	2346
C0033578	"Prostatic Neoplasms"	23476
C0033578	"Prostatic Neoplasms"	23600
C0033578	"Prostatic Neoplasms"	23635
C0033578	"Prostatic Neoplasms"	23671
C0033578	"Prostatic Neoplasms"	23753
C0033578	"Prostatic Neoplasms"	246778
C0033578	"Prostatic Neoplasms"	25792
C0033578	"Prostatic Neoplasms"	25818
C0033578	"Prostatic Neoplasms"	2591
C0033578	"Prostatic Neoplasms"	25932
C0033578	"Prostatic Neoplasms"	26227
C0033578	"Prostatic Neoplasms"	26298
C0033578	"Prostatic Neoplasms"	26499
C0033578	"Prostatic Neoplasms"	2650
C0033578	"Prostatic Neoplasms"	2678
C0033578	"Prostatic Neoplasms"	2690
C0033578	"Prostatic Neoplasms"	2697
C0033578	"Prostatic Neoplasms"	27134
C0033578	"Prostatic Neoplasms"	27173
C0033578	"Prostatic Neoplasms"	27232
